Id,Title,Description,LikeCount,DislikeCount,Condensed Tags (comma delimited string)
9ciOWebRF3Y,new trailer for back in october,jean s magical retelling of the orpheus story newly and help in from october magical retelling of the orpheus story turns the lyre singer of greek story into a important left bank poet in postwar paris fallen out of and lost for poetic inspiration becomes with a mysterious dark clad princess who first the life of a rival poet and then eurydice his wife with its unforgettable imagery the dissolving mirror through which pass into the next international the leather clad death dealing and s magical special effects is a work of beauty that the poetic logic of a dream this new photochemical and restoration of the movie from the new nitrate negative were carried out by with the keep of the movie look more on player us on us on us on twitter,197.0,2.0,british movie institute publisher,british,movie,institute,cinema,french fantasy,orpheus movie,orpheus story,french cinema,marie
#NAME?,testament d by jean teaser testament of orpheus,teaser of jean s testament of orpheus sang d un l retour la belle la and,68.0,0.0,sang,poet,jean,testament,belle,beauty,beast
RhaepLsP5eg,the tragic myth of orpheus and eurydice brendan,check out our page fat lesson marriage of orpheus the of all and to eurydice a wood nymph was as the perfect union anyone could tell the couple was deeply in love so when their wedding ceremony ended in eurydice s untimely death orpheus had no choice but to venture into the underworld to try to reclaim his lost love brendan the tragic story of orpheus and eurydice lesson by brendan animation by anton thank you so great to our for your keep without you this video would not be possible silas schwarz tan li jason a michael joanne luce henry li elias kyle nguyen taylor hunter noa shore lex merit rishi daniel day cut bruno marc ilya ilya kobi peter levi cook alex craig andrew and catherine,113638.0,942.0,ted ed,ted tutorial,mythology,orpheus eurydice,brendan,poetry,romantic poetry,orpheus,eurydice,underworld,hades,tragic story
3Jqgx06TJUM,orpheus and eurydice the storyteller greek the jim company,subscribe for more of the storyteller greek orpheus goes to the underworld to rescue his right love the jim company an established leader in family entertainment for over and is as an innovator in puppetry and digital animation this channel popular s rock dinosaur inform sid the science and more follow us on social media twitter,790.0,51.0,storyteller,orpheus,eurydice,jim company,storyteller program,jim company production company
0aUKrOMrtPk,la belle la de jean extrait,a occasion de la restauration en de la belle la par un extrait movie chef d de jean s de jean de day sortie,722.0,51.0,la belle la,restauration
d25uWGoWvx4,negro black orpheus full movie flick vault,in the heady atmosphere of rio s carnival two people meet and fall in love eurydice a country girl move away from home to avoid a man who at her her looking for her she is convinced that he was going to destroy her she in rio to stop with her cousin works as a tram conductor and is engaged to mira as far as mira is concerned anyways as eurydice and orpheus make to know one another they fall deeply in love mira is angry with jealousy and when eurydice out to get her look fat for free wherever you are we have inform in every genre from action fear thriller to reality look more here the genre you love the most animation for all your keep rating the video and leaving a comment is always please respect each other in the,75.0,4.0,movie,feature,fat movie,fat,fat feature,free,free movie,look,fat length,length,drama,dark orpheus,rio,carnival,love,country,girl,destroy,kill,cousin,tram,conductor,engaged,mira,marcel camus,marpessa dawn
5NbM9YFZwWk,orpheus k eurydice short movie,orpheus and eurydice make married but later that night eurydice is bit by a snake and so far so awful overcome with trouble orpheus to the underworld to bring her help to life he hades and persephone to let eurydice move but her release comes with a take eurydice must move slow him as they ascend to the upper international and orpheus is forbidden from looking at her,43.0,7.0,orpheus,eurydice,short movie
IXrP6Uo4nUI,the asphalt jungle official trailer marilyn sterling movie,subscribe to classic to to coming soon us on us on twitter asphalt jungle official trailer marilyn good movie major goes off as until awful luck and double cause everything to unravel welcome to the fandango trailer vault channel where from the past from new to long ago from a time before can be by all we search come and far for new movie trailer from all feel free to send us your trailer and we will put our best to hunt it down,180.0,7.0,movie clip,trailer,official,asphalt jungle trailer,marilyn,good,going bad,marc lawrence,classic
Zapenk71FKg,the asphalt jungle official trailer marilyn sterling movie,this video is under public domain thanks for watching be definite to subscribe and love the video to help promote it this channel been brought to you by subscribe to classic subscribe to subscribe to coming soon love us on follow movie noir motion from the slow through the coupled with crime detective drama from the very early this movie noir coupled with,21.0,45.0,public,domain,video,movie,classic,dark white
ydnzilTiBcY,official trailer s jungle cruise in july,join the adventure of a lifetime and look the action new trailer for s jungle cruise the trailer was via a comedy filled live dwayne with a boat fat of from the jungle cruise attraction at the resort inspired by the important theme park move s jungle cruise is an adventure filled amazon jungle expedition starring dwayne as the charismatic captain and emily blunt as a definite explorer on a research mission also starring in the movie are edgar jack with jesse and paul collet serra is the director and john john fox dwayne hiram and beau are the with doug serving as executive producer s jungle cruise in u s on july,36383.0,3368.0,trailer,jungle cruise,jungle cruise movie,jungle cruise release date,rock,emily blunt
